Id,Source,Translation,Comment,Modified
JWK-FM-Entry-Appearance,Appearance,모습,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Battles,Battles,전투,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-BeingWanted,Being wanted,원한다,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-CharacterStatus,Character status,캐릭터 상태,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-CiviliansOverview,Civilians overview,민간인 개요,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Commanding,Commanding,당당한,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Construction,Construction,건설,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-DifficultySettings,Difficulty settings,난이도 설정,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-DonatingSupplies,Donating supplies,기부 용품,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-FOBs,FOBs,FOBS,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Factories,Factories,공장,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-FriendlyFighters,Friendly fighters,친절한 전투기,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Hideouts,Hideouts,은신처,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-HowToLose,How to lose,잃는 방법,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-HowToWin,How to win,이기는 방법,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-IllegalZones,Illegal zones,불법 구역,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Introduction,Introduction,소개,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-JoinDiscord,Join Discord,Discord에 가입하십시오,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-LosingSupport,Losing support,지원을 잃는,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-MapLegend,Map legend,지도 범례,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-MapTools,Map tools,지도 도구,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-MilitaryBases,Military bases,군사 기지,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Missions,Missions,미션,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Money,Money,돈,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-NewGame,New game,새로운 게임,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-Armories,Armories,Armories,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-CommandPosts,Command posts,명령 게시물,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-EquipmentStores,Equipment stores,장비 상점,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-FastTravel,Fast travel,빠른 여행,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-Garages,Garages,차고,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-Helipads,Helipads,헬리핀,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-MedicalTents,Medical tents,의료 텐트,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-Overview,Operating bases,운영 기지,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-Repair,Repair stations,수리 스테이션,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-OB-Storages,Storages,저장,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Ownership,Ownership,소유권,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Phones,Phones,전화,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Ports,Ports,포트,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Posters,Propaganda posters,선전 포스터,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-PublicTransport,Public transport,대중 교통,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-RadarSites,Radar sites,레이더 사이트,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-RadialMenu,Radial menu,방사형 메뉴,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Radio,Radio,라디오,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-RadioTowers,Radio towers,라디오 타워,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-RaisingSupport,Raising support,지원 제기,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Recruits,Recruits,모집,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-ResistanceTraders,Traders,상인,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Respawn,Respawn,respawn,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Resting,Resting,휴식,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Saving,Saving and persistence,저축과 지속성,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Shops,Shops,상점,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-StrategyGuide,Strategy guide,전략 가이드,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Tips,Tips,팁,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Towns,Towns,마을,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-Undercover,Undercover,비밀,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-VictoryAndDefeat,Victory and defeat,승리와 패배,,03 Aug 2025 17:21:43 +0200
JWK-FM-Entry-VisitWebsite,Visit website,웹 사이트를 방문하십시오,,03 Aug 2025 17:21:43 +0200
JWK-FM-EquipmentStores-Intro,"Equipment stores allow to purchase uniforms and non-lethal equipment using resources stored at the base.<br/><br/>Different types of stores can be built, depending on the operating base type:<br/><br/>- <b>Allied equipment store</b> is available at <b>military bases</b> and offers equipment of your supporting faction.<br/><br/>- <b>Field equipment store</b> is available at <b>FOBs</b> and offers equipment of the player faction.",장비 상점은 기본에 저장된 리소스를 사용하여 유니폼 및 치명적인 장비를 구매할 수 있습니다. <br/> <br/> 운영 기반 유형에 따라 다양한 유형의 매장을 구축 할 수 있습니다. <b> fobs </b> 및 플레이어 진영의 장비를 제공합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Factories-Control,"Factories are usually guarded by a enemy forces garrison. Once the garrison is cleared and the area is secured, a battle will follow. Be careful, as during factory working hours civilian workers will be present in the factory area. After repelling enemy forces the resistance will take control over the factory. All factories must be controlled by the resistance in order to achieve victory.",공장은 일반적으로 적군 주둔지에 의해 보호됩니다. 주둔지가 지워지고 지역이 확보되면 전투가 이어질 것입니다. 공장 근무 시간 동안 공장 지역에 민간인 근로자가 참석할 것입니다. 적군을 격퇴 한 후 저항은 공장을 통제 할 것입니다. 승리를 달성하기 위해 모든 공장은 저항에 의해 통제되어야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Factories-Intro,"Factories are crucial for your revolution, as they can provide a steady stream of resources, which are much needed for any war efforts.",공장은 모든 전쟁 노력에 필요한 꾸준한 자원을 제공 할 수 있기 때문에 혁명에 중요합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-Factories-ResourceProduction,"Each factory controlled by the resistance will produce certain resources, depending on the factory type. Those resources may be then freely utilized by freedom fighters as deemed fit. On each factory area there is at least one resource storage, in which the produced resources are placed. Those storages are always marked on the map and feature a sign.","저항에 의해 제어되는 각 공장은 공장 유형에 따라 특정 자원을 생성합니다. 그런 다음 이러한 자원은 Freedom Fighters가 적합하다고 간주되는 것으로 자유롭게 활용할 수 있습니다. 각 공장 지역에는 적어도 하나의 리소스 스토리지가 있으며, 여기에는 생산 된 자원이 배치됩니다. 이러한 저장소는 항상지도에 표시되어 있으며 표시가 있습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-FastTravel-Intro,"Fast travel is available only to player controlled operating bases. It is more expensive than public transport, but it can be performed from any location, even far away from roads and infrastructure. You cannot fast travel while being wanted, but you don't have to appear as a civilian.<br/><br/>To use fast travel, you need to open your map and select fast travel icon from the tool picker in the upper-left corner of the screen.",빠른 여행은 플레이어 제어 운영 기지에서만 이용할 수 있습니다. 대중 교통보다 비싸지 만 도로와 인프라에서 멀리 떨어진 곳에서도 모든 위치에서 수행 할 수 있습니다. 원하는 상태에서 빠르게 이동할 수는 없지만 민간인으로 나타날 필요는 없습니다. <br/> <br/> 빠른 여행을 사용하려면 화면 상단 코너의 도구 선택기에서 맵을 열고 빠른 여행 아이콘을 선택해야합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-FriendlyFighters-Intro,"Friendly fighters are resistance members or supporting civilians that decided to take part in the fight. They will appear during <b>battles</b> over various points of interest, such as towns, military bases, factories and others. They are autonomous and you cannot directly control them, but they will fight along side you with the enemy. However, their presence depends on your actions, as each fighter needs to be equipped with weapons and ammunition, and that in turn requires <b>supplies</b>.<br/><br/>Friendly fighters consume supplies stored at <b>hideouts</b>. If the location being fought for hosts a hideout - such as a town - then the fighters will appear and take supplies only from that specific hideout. Otherwise - when attacking factories or military bases - the supplies are consumed across all resistance hideouts, including the HQ. Supplies stored at resistance operating bases (FOBs, military bases) and controlled factories are not taken into account.","친절한 전투기는 저항 회원이거나 전투에 참여하기로 결정한 민간인입니다. 그들은 도시, 군사 기지, 공장 및 기타와 같은 다양한 관심 지점에 대해 <b> 전투 중에 나타날 것입니다. 그들은 자율적이며 직접 통제 할 수는 없지만 적과 함께 당신과 함께 싸울 것입니다. 그러나 각 전투기는 무기와 탄약을 장착해야하며, <b> 공급 </b> <br/> <br/> 친절한 전투기는 <b> hidouts </b>에 저장된 용품을 소비해야하기 때문에 그들의 존재는 당신의 행동에 달려 있습니다. 마을과 같은 은신처를 호스트하기 위해 싸우는 위치가 있다면 전투기는 해당 특정 은신처에서만 공급을 받게됩니다. 그렇지 않으면 - 공장이나 군사 기지를 공격 할 때, 공급품은 본사를 포함한 모든 저항 은신처에서 소비됩니다. 저항 운영 기지 (FOB, 군사 기지) 및 통제 공장에 저장된 공급품은 고려되지 않습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Acquiring,Acquiring,획득,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Building,Building,건물,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Character,Character,성격,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Control,Control,제어,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Defeat,Defeat,패배시키다,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Economy,Economy,경제,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Enemies,Enemies,적,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-FOBs,Forward Operating Bases,전진 운영베이스,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Factions,Factions,진영,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-GameProgress,Campaign progress,캠페인 진행,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Gameplay,Gameplay,게임 플레이,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Healing,Healing,치유,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Heat,Heat,열,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-HqHideouts,HQ hideouts,HQ 은신처,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Icons,Icons,아이콘,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Income,Income,소득,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Management,Management,관리,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Maps,Scenarios,시나리오,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-MethodsOfEarning,Earning methods,수입 방법,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-MilitaryBases,Military bases,군사 기지,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Miscellaneous,Miscellaneous,여러 가지 잡다한,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-OperatingBase,Operating base,운영 기반,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-OperatingBases,Operating bases,운영 기지,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-OtherSettings,Other settings,다른 설정,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Phases,Phases,단계,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Placement,Placement,놓기,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-PreGame,Pre game,프리 게임,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Presets,Presets,사전 설정,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Requirements,Requirements,요구 사항,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-ResourceProduction,Resource production,자원 생산,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Settings,Settings,설정,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Start,Start,시작,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Threat,Threat,위협,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-TownHideouts,Town hideouts,마을 은신처,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Towns,Towns,마을,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Transferring,Transferring,전송,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Travel,Travel,여행하다,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Vehicles,Vehicles,차량,,03 Aug 2025 17:21:43 +0200
JWK-FM-Header-Victory,Victory,승리,,03 Aug 2025 17:21:43 +0200
JWK-FM-Helipads-Intro,"Helipads offer a single parking spot to which helicopters can be assigned, and otherwise they are identical in functionality to garages.<br/><br/>Additionally to regular helipads, military bases allow to construct a <b>service helipad</b>, which can be used to repair helicopters.","헬기는 헬리콥터를 할당 할 수있는 단일 주차 장소를 제공하며, 그렇지 않으면 차고와 기능이 동일합니다. <br/> <br/> 또한 일반 헬리핀과는 또한 군용 기지를 사용하면 헬리콥터를 수리하는 데 사용할 수있는 <b> 서비스 Helipad </b>를 건설 할 수 있습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Hideouts-HqHideouts,"HQ hideouts are established in safer locations — typically in remote houses away from densely populated areas or in small, secluded settlements. They serve as delivery and pickup points for various resistance operations and act as rally points where mercenary fighters can be <b>recruited</b>.<br/><br/>There is always one HQ hideout in the world. However, if you endanger it, it will cease operations and must be relocated. This process may take several hours, during which the HQ will be inaccessible. Any supplies stored there will be lost during the move, so take care to avoid triggering a relocation.<br/><br/>The HQ's location is not automatically revealed on your map. To discover its position, you must either call the HQ using a phone or contact it via radio, and then travel to the coordinates you are given.","본부 은신처는 더 안전한 위치에 있으며, 일반적으로 인구 밀도가 높은 지역이나 작은 외딴 정착지에서 멀리 떨어진 주택에 있습니다. 그들은 다양한 저항 작전의 배송 및 픽업 포인트 역할을하며 용병 전투기를 모집 할 수있는 랠리 지점 역할을합니다. 그러나 위험에 처해 있으면 운영이 중단되며 이전해야합니다. 이 과정에는 몇 시간이 걸릴 수 있으며, 그 동안 본사에는 액세스 할 수 없습니다. 이동 중에 저장된 소모품은 손실되므로 재배치를 유발하지 않도록주의하십시오. <br/> <br/> 본부의 위치는지도에서 자동으로 공개되지 않습니다. 그 위치를 찾으려면 전화를 사용하여 본부에 전화하거나 라디오를 통해 연락 한 다음 제공되는 좌표로 이동해야합니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Hideouts-Intro,"Hideouts are secure locations used by the resistance for meetings and covert communication. At each hideout, you can meet a <b>resistance officer</b> - your primary contact for all conspiratorial matters. Speak with them to receive new assignments. Keep in mind that they’re not particularly fond of attracting attention from the authorities, so avoid visiting them when you have <b>heat</b> on you.<br/><br/> Hideout officers also offer guns, ammunition, and other war materials - all available in exchange for money.","은신처는 회의 및 은밀한 커뮤니케이션을 위해 저항에 의해 사용되는 안전한 위치입니다. 각 은신처에서는 모든 음모 문제에 대한 주요 접촉을 제공 할 수 있습니다. 새로운 과제를 받기 위해 그들과 이야기하십시오. 그들은 당국으로부터 관심을 끌기를 좋아하지 않으므로, 당신이 당신에게 <b> 열 </b>가있을 때 방문하지 마십시오. <br/> <br/> Hideout 경찰관은 또한 총, 탄약 및 기타 전쟁 자료를 제공합니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Hideouts-TownHideouts,"The resistance will establish hideouts in towns and cities once there is enough local support to sustain its operations. Same goes the other way - if you lose too much support, resistance operations will become unsustainable and the hideout will be dissolved. Keeping a network of hideouts is very important, as each additional hideout means more storage space for supplies, which are used to arm your fighters during battles.",저항은 운영을 유지하기에 충분한 지역 지원이 있으면 도시와 도시에서 은신처를 확립 할 것입니다. 다른 방식으로도 마찬가지입니다. 너무 많은 지원을 잃으면 저항 작업이 지속 불가능 해지고 은신처가 용해됩니다. 각각의 추가 은신처는 공급품을위한 더 많은 저장 공간을 의미하며 전투 중에 전투기를 무장시키는 데 사용되는 공급품을위한 더 많은 저장 공간을 의미하기 때문에 은신처 네트워크를 유지하는 것이 매우 중요합니다.,,03 Aug 2025 17:21:43 +0200
JWK-FM-IllegalZones-Intro,"There are many areas that are forbidden to enter for civilians. Any players spotted in these areas will be instantly shot and hunted. Depending on your settings, these areas will be marked in red on your map and/or you will see a status icon on your HUD upon entering them. There is no need to frantically check your map as to not enter them by accident - they are usually fenced and accompany military bases, outposts, factories and other military or strategic points of interest.<br/><br/>Military personnel is allowed to be present within illegal zones. You can <b>disguise</b> yourself in enemy uniform to walk around freely.","민간인을 위해 입국하는 것이 금지 된 많은 영역이 있습니다. 이 지역에서 발견 된 모든 플레이어는 즉시 총에 맞아 사냥을 할 것입니다. 설정에 따라이 영역은지도에서 빨간색으로 표시되거나 입력시 HUD에 상태 아이콘이 표시됩니다. 우연히 입력하지 않기 위해 당신의지도를 열렬히 확인할 필요가 없습니다. 그들은 일반적으로 울타리가 있고 군사 기지, 전초 기지, 공장 및 기타 군사 또는 전략적 관심 지점과 동행합니다. <br/> <br/> 군사 요원은 불법 구역 내에 참석할 수 있습니다. 당신은 <b> 변장 </b> 적의 유니폼을 입고 자유롭게 걸어 다닐 수 있습니다.",,03 Aug 2025 17:21:43 +0200
JWK-FM-Introduction-Gameplay,"Primary design principle is to keep the gameplay immersive and demanding, while not being extremely punishing for the players. To capture entire map you will need to think strategically. Prepare well and pick your fights wisely, or you will end up in hopeless situations quickly. On the other hand, sudden death because of a stray bullet or unfortunate mortar strike will not set you back by hours of gameplay.<br/><br/>With this in mind, you can get the best out of this game mode by playing it with a chillsim / light role-play attitude.","주요 설계 원칙은 게임 플레이를 몰입하고 까다 롭게 유지하면서 플레이어에게는 크게 처벌을받지 않는 것입니다. 전체지도를 캡처하려면 전략적으로 생각해야합니다. 잘 준비하고 현명하게 싸움을 선택하십시오. 그렇지 않으면 희망이없는 상황에서 빨리 끝날 것입니다. 다른 한편으로, 길 잃은 총알이나 불행한 박격포 파업으로 인해 갑작스런 죽음은 게임 플레이 시간으로 당신을 되돌려주지 않을 것입니다. <br/> <br/>이를 염두에두고, 당신은 냉담한/가벼운 역할 플레이 태도 로이 게임 모드에서 최선을 다할 수 있습니다.",,25 Apr 2025 10:19:16 +0200
JWK-FM-Introduction-Intro,"Freedom Fighters is a persistent open-world campaign designed for single player and co-op gameplay. As players, you take control over <b>freedom fighters</b> and launch an uprising against occupier forces. Your goal is to liberate the whole map by taking control over multiple points of interests, both civilian and military.<br/><br/>Be sure to read through all sections of <b>Field Manual</b>, as this mod introduces multiple new mechanics to the game.","Freedom Fighters는 싱글 플레이어 및 협동 게임 플레이를 위해 설계된 지속적인 오픈 월드 캠페인입니다. 플레이어로서, 당신은 <b> Freedom Fighters </b>를 통제하고 점유자에 대한 봉기를 시작합니다. 귀하의 목표는 민간인과 군사의 여러 관심 지점을 통제함으로써 전체지도를 해방시키는 것입니다. <br/> <br/>이 모드는 게임에 여러 가지 새로운 역학을 소개하므로 <b> Field Manual </b>의 모든 섹션을 읽어야합니다.",,25 Apr 2025 10:19:25 +0200
JWK-FM-Introduction-Maps,"Base package of <b>Freedom Fighters</b> comes with a single scenario for each of the vanilla maps:<br/><br/>- <b>Arland</b>: suggested for new players as an introduction scenario. It requires much less time to complete than Everon, therefore it's a good testing ground to learn the game mode and make mistakes, or test difficulty settings before taking on larger maps.<br/><br/>- <b>Everon</b>: the main scenario, with a large enough map to fully utilize all features and mechanics. Keep in mind it may take weeks or months to complete it!<br/><br/>We intend to publish multiple integrations with outstanding community maps in the future.",<b> Freedom Fighters </b>의 기본 패키지에는 각 바닐라 맵에 대한 단일 시나리오가 제공됩니다. <br/> <br/>- <b> arland </b> : 새로운 플레이어에게 소개 시나리오로 제안되었습니다. Everon보다 완료하는 데 훨씬 적은 시간이 필요하므로 게임 모드를 배우고 실수를하거나 더 큰지도를 작성하기 전에 난이도 설정을 테스트하는 것이 좋습니다. <br/> <br/>- <b> Everon </b> : 주요 맵이있는 주요 맵이있는 주요 시나리오입니다. 완료하는 데 몇 주 또는 몇 달이 걸릴 수 있습니다! <br/> <br/> 향후 뛰어난 커뮤니티 맵과 여러 통합을 게시하려고합니다.,,25 Apr 2025 10:22:56 +0200
JWK-FM-JoinDiscord-Intro,Scan the code below to join the official Discord community.,공식 불화 커뮤니티에 가입하려면 아래 코드를 스캔하십시오.,,10 Apr 2025 18:07:44 +0200
JWK-FM-LosingSupport-Intro,"Once convinced to support the resistance, civilians will not change their mind on their own. Remember that each supporter can still turn hostile if you give them a good enough reason to. Opposite to supporters, civilians will typically turn hostile immediately in response to your actions. In that case, there is nothing you can do to change their mind except for waiting.","일단 저항을지지한다고 확신하면 민간인은 스스로 마음을 바꾸지 않을 것입니다. 충분한 이유를 주면 각 지지자는 여전히 적대적으로 변할 수 있습니다. 지지자와는 반대로, 민간인은 일반적으로 귀하의 행동에 대한 응답으로 즉시 적대적으로 변할 것입니다. 이 경우 기다리는 것을 제외하고는 마음을 바꾸기 위해 할 수있는 일이 없습니다.",,26 May 2025 14:53:02 +0200
JWK-FM-MedicalTents-Intro,"Medical tents offer faster regeneration for <b>freedom fighters</b> residing inside. They are also a source for medical items such as bandages or epinephrine, which can be obtained by spending resources at the tent.","의료용 텐트는 <b> Freedom Fighters </b> 내부에 더 빠른 재생을 제공합니다. 또한 붕대 또는 에피네프린과 같은 의료 품목의 원천으로, 텐트에서 자원을 소비하여 얻을 수 있습니다.",,27 May 2025 01:20:14 +0200
JWK-FM-MilitaryBases-Control,"In order to take control, the resistance has to win a <b>battle</b> over the base. A <b>battle</b> can be initiated by interacting with the military base flag post.","통제하기 위해서, 저항은 기지를 통해 <b> 전투 </b>를 이겨야합니다. A <b> 배틀 </b>는 Military Base Flag Post와 상호 작용하여 시작할 수 있습니다.",,07 Apr 2025 17:58:52 +0200
JWK-FM-MilitaryBases-Intro,"Military bases are the backbone of enemy occupation over the area. All bases need to be controlled by the resistance to achieve victory, but be warned, they are heavily guarded and the enemy won't let control over them easily.","군사 기지는이 지역의 적 점령의 중추입니다. 모든 기지는 승리를 달성하기 위해 저항에 의해 통제되어야하지만, 경고를 받으면 심하게 보호되며 적은 쉽게 통제 할 수 없습니다.",,07 Apr 2025 17:57:26 +0200
JWK-FM-MilitaryBases-OperatingBase,"Once under resistance control, the military base becomes resistance's <b>operating base</b>, which means the resistance may start construction in it's area. See relevant Field Manual section for more info.",저항 통제하에 있으면 군사 기지는 저항의 <b> 운영 기지 </b>가되어 저항이 해당 지역의 건축을 시작할 수 있음을 의미합니다. 자세한 내용은 관련 필드 매뉴얼 섹션을 참조하십시오.,,07 Apr 2025 18:06:46 +0200
JWK-FM-Missions-Intro,"You can receive missions by talking to the <b>resistance officer</b>. Missions are shared by all ingame players and it does not matter which player takes or reports them. If the mission is awarded with money, the amount is automatically split between all ingame players.<br/><br/>Missions and their progress is, at any stage, fully persistent. It is a good idea to look up the journal upon joining an existing online session to check out if there are any already started missions.","<b> 저항 장교 </b>와 대화하여 임무를받을 수 있습니다. 임무는 모든 Ingame 플레이어가 공유하며 플레이어가 어떤 플레이어를 취하거나보고하는지는 중요하지 않습니다. 미션에 돈이 수여되는 경우, 금액은 모든 ingame 플레이어들 사이에서 자동으로 분리됩니다. <br/> <br/> 임무는 어떤 단계에서도 완전히 지속됩니다. 기존 온라인 세션에 가입하면 이미 시작된 임무가 있는지 확인하기 위해 저널을 찾아 보는 것이 좋습니다.",,20 Jul 2025 13:42:49 +0200
JWK-FM-Money-Intro,"<b>Money</b> makes the world go around and it is no different in <b>Freedom Fighters</b>. You will need it to buy gear, supplies, hire subordinates and expand your bases. Amount of possessed money can be checked at any moment by opening the inventory menu.<br/><br/>You can select the currency used in your run during game setup. Selected currency format has no effect on the gameplay and is purely a cosmetic/role-playing change.<br/><br/>Your money is virtual, which means there is no in-game wallet item and your balance is tied to your player profile. What happens with your balance in case of your character death depends on your difficulty settings - ranging from no penalty, through fixed fee, to a complete loss.","<b> Money </b>는 세상을 돌아 다니며 <b> Freedom Fighters </b>에서 다르지 않습니다. 장비를 구매하고, 공급품을 구매하고, 부하 직원을 고용하고, 기지를 확장해야합니다. 인벤토리 메뉴를 열어서 소유 한 돈의 금액을 언제라도 확인할 수 있습니다. <br/> <br/> 게임 설정 중에 실행중인 통화를 선택할 수 있습니다. 선택된 통화 형식은 게임 플레이에 영향을 미치지 않으며 순전히 화장품/롤 플레잉 변경입니다. <br/> <br/> 돈은 가상이므로 게임 내 지갑 항목이없고 잔액이 플레이어 프로필에 연결되어 있습니다. 캐릭터 사망의 경우 균형에서 발생하는 것은 페널티가없는 것에서부터 고정 수수료에 이르기까지 완전한 손실에 이르기까지 어려움 설정에 따라 다릅니다.",,18 May 2025 20:09:26 +0200
JWK-FM-Money-MethodsOfEarning,"There are multiple ways to make money, but collecting enemy dogtags and turning them in to the resistance is the most rewarding one. You can also sell equipment looted from the enemy.<br/><br/>If you are extremely desperate, you can try extorting defenceless civilians. This should be your last resort, as it turns them hostile against you and makes you lose their hard-earned support.","돈을 버는 방법에는 여러 가지가 있지만 적의 도그 타그를 모아 저항으로 바꾸는 것이 가장 보람있는 것입니다. 당신은 또한 적에게서 약탈 된 장비를 판매 할 수 있습니다. <br/> <br/> 당신이 매우 절망적이라면, 당신은 무방비 민간인을 강탈 할 수 있습니다. 이것은 당신의 최후의 수단이되어야합니다. 그것이 당신에게 적대적으로 바꾸고 당신이 그들의 힘든 지원을 잃게 만들어야합니다.",,08 May 2025 20:15:48 +0200
JWK-FM-Money-Transferring,"You can transfer money to another freedom fighter by accessing the radial menu and selecting the <b>Transfer money</b> option. To do so, you need to be in the immediate vicinity of the recipient. After money is sent, the transferee will receive a notification mentioning the sender name and amount of money received.","방사형 메뉴에 액세스하고 <b> 송전 돈 </b> 옵션을 선택하여 다른 Freedom Fighter로 돈을 송금 할 수 있습니다. 그렇게하려면 수신자 바로 근처에 있어야합니다. 돈이 발송 된 후, 양수인은 발신자 이름과받은 금액을 언급 한 통지를 받게됩니다.",,08 May 2025 20:11:38 +0200
